,municipio,link,pp,pp_porcentaje,cs,cs_porcentaje,psoe,psoe_porcentaje,mas_madrid,mas_madrid_porcentaje,podemos_iu,podemos_iu_porcentaje,vox,vox_porcentaje,pacma,pacma_porcentaje,fe_de_las_jons,fe_de_las_jons_porcentaje,pum+j,pum+j_porcentaje,pcte,pcte_porcentaje,upyd,upyd_porcentaje,ph,ph_porcentaje,pcas_tc,pcas_tc_porcentaje,p_lib,p_lib_porcentaje,uleg,uleg_porcentaje,escrutado,votos_totales,votos_totales_porcentaje,abstencion,abstencion_porcentaje,votos_nulos,votos_nulos_porcentaje,votos_blancos,votos_blancos_porcentaje,geometry,pp_share,rel_pp_share,psoe_share,rel_psoe_share,pp_psoe,otros_partidos,pp_psoe_share,rel_pp_psoe_share,otros_partidos_share,rel_otros_partidos_share,derecha,izquierda,derecha_share,rel_derecha_share,izquierda_share,rel_izquierda_share,mas_madrid_share,rel_mas_madrid_share,podemos_iu_share,rel_podemos_iu_share,abstencion_share,rel_abstencion_share,votos_totales_share,rel_votos_totales_share
68,Horcajo de la Sierra-Aoslos,https://resultados.elpais.com/elecciones/2019/autonomicas/12/28/70.html,14.0,16.28,20.0,23.26,17.0,19.77,8.0,9.3,8.0,9.3,14.0,16.28,2.0,2.33,0.0,0.0,1.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,86.0,75.44,28.0,24.56,0.0,0.0,2.0,2.33,"MULTIPOLYGON (((-3.563127040863037 41.05870819091803, -3.581921100616398 41.05899047851574, -3.586229085922241 41.05761718750011, -3.586065053939819 41.0486106872558, -3.588263988494873 41.04434967041016, -3.587088108062744 41.04332733154308, -3.590709924697876 41.04504776000977, -3.592447996139413 41.04801940917974, -3.603893995285035 41.05429077148438, -3.609272956848144 41.06589508056641, -3.608527898788452 41.07548141479504, -3.605036020278929 41.07761764526367, -3.607481956481934 41.08351516723627, -3.605889081954956 41.09138488769543, -3.600811004638615 41.0921249389649, -3.600395917892399 41.09629821777349, -3.599005937576237 41.09514999389643, -3.59349703788746 41.09838485717767, -3.588426113128605 41.0984840393067, -3.565408945083561 41.11389541625977, -3.557986021041813 41.10375213623052, -3.558788061141911 41.09597396850586, -3.557393074035644 41.09280014038097, -3.559186935424748 41.08400344848638, -3.565457105636596 41.06951141357422, -3.563894987106266 41.06804275512707, -3.563127040863037 41.05870819091803)))",0.16279069767441862,0.6363636363636364,0.19767441860465115,0.5483870967741935,31.0,50.0,0.36046511627906974,0.484375,0.5813953488372093,0.6172839506172839,48.0,33.0,0.5581395348837209,0.5925925925925926,0.38372093023255816,0.4074074074074074,0.09302325581395349,0.5,0.09302325581395349,0.5,0.32558139534883723,0.24561403508771928,1.0,0.7543859649122807
69,Horcajuelo de la Sierra,https://resultados.elpais.com/elecciones/2019/autonomicas/12/28/71.html,13.0,24.07,9.0,16.67,13.0,24.07,5.0,9.26,2.0,3.7,11.0,20.37,0.0,0.0,0.0,0.0,1.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,54.0,84.38,10.0,15.63,0.0,0.0,0.0,0.0,"MULTIPOLYGON (((-3.559218883514347 41.04842758178711, -3.56221604347229 41.04963684082042, -3.563127040863037 41.05870819091803, -3.563894987106266 41.06804275512707, -3.565457105636596 41.06951141357422, -3.559186935424748 41.08400344848638, -3.557393074035644 41.09280014038097, -3.558788061141911 41.09597396850586, -3.557986021041813 41.10375213623052, -3.565408945083561 41.11389541625977, -3.557523012161255 41.11669921875006, -3.549037933349496 41.12479400634777, -3.547241926193237 41.13496398925781, -3.533164024352971 41.13260269165045, -3.525633096694946 41.12831497192394, -3.521965980529728 41.11940383911133, -3.524485111236515 41.11546707153326, -3.525237083435002 41.10824966430675, -3.522629022598267 41.09338760375988, -3.523736953735352 41.08601379394537, -3.539999008178654 41.06095123291016, -3.542294025421143 41.05068969726568, -3.547007083892822 41.04642486572266, -3.545949935913086 41.04390716552746, -3.548926115035953 41.04406356811523, -3.547533988952637 41.04252243041992, -3.55279803276062 41.03755187988287, -3.551002025604191 41.04626846313488, -3.559218883514347 41.04842758178711)))",0.24074074074074073,0.7222222222222222,0.24074074074074073,0.5,26.0,27.0,0.48148148148148145,0.65,0.5,0.5094339622641509,33.0,20.0,0.6111111111111112,0.6226415094339622,0.37037037037037035,0.37735849056603776,0.09259259259259259,0.7142857142857143,0.037037037037037035,0.2857142857142857,0.18518518518518517,0.15625,1.0,0.84375
70,Hoyo de Manzanares,https://resultados.elpais.com/elecciones/2019/autonomicas/12/28/72.html,1055.0,24.13,898.0,20.54,1031.0,23.58,520.0,11.89,260.0,5.95,515.0,11.78,52.0,1.19,3.0,0.07,8.0,0.18,3.0,0.07,8.0,0.18,0.0,0.0,1.0,0.02,5.0,0.11,1.0,0.02,100.0,4385.0,71.24,1770.0,28.76,13.0,0.3,12.0,0.27,"MULTIPOLYGON (((-3.841576099395752 40.5923194885255, -3.858565092086792 40.58813858032238, -3.868141889572143 40.59233856201172, -3.874037981033325 40.59126663208008, -3.883629083633366 40.58555603027355, -3.888968944549561 40.58818054199224, -3.900346040725651 40.58887481689452, -3.918374061584472 40.593662261963, -3.952661037445012 40.59727478027344, -3.952912092208862 40.59753417968756, -3.93930792808527 40.62180328369152, -3.927889108657836 40.62977981567383, -3.920413970947265 40.63819122314464, -3.90841007232666 40.64241027832043, -3.893718004226627 40.65100097656261, -3.886938095092717 40.652587890625, -3.880536079406681 40.65154647827148, -3.865122079849243 40.64583587646496, -3.860197067260742 40.64179992675787, -3.853363990783634 40.62905502319336, -3.850354909896793 40.61187362670898, -3.849313974380493 40.61072158813477, -3.844338893890381 40.61179351806641, -3.841576099395752 40.5923194885255)))",0.24059293044469784,0.6698412698412698,0.23511972633979475,0.4942473633748802,2086.0,2193.0,0.4757126567844926,0.6422413793103449,0.5001140250855188,0.5125029212432811,2468.0,1811.0,0.5628278221208666,0.5767702734283711,0.4129988597491448,0.4232297265716289,0.11858608893956671,0.6666666666666666,0.059293044469783354,0.3333333333333333,0.40364880273660203,0.2875710804224208,1.0,0.7124289195775793
71,Humanes de Madrid,https://resultados.elpais.com/elecciones/2019/autonomicas/12/28/73.html,1771.0,21.72,1404.0,17.22,2436.0,29.88,1032.0,12.66,473.0,5.8,851.0,10.44,83.0,1.02,6.0,0.07,13.0,0.16,15.0,0.18,10.0,0.12,3.0,0.04,4.0,0.05,3.0,0.04,3.0,0.04,100.0,8203.0,64.46,4523.0,35.54,51.0,0.62,45.0,0.55,"MULTIPOLYGON (((-3.801814079284611 40.2506828308106, -3.796293973922729 40.23859024047851, -3.800604104995671 40.23817825317377, -3.807329893112182 40.2295494079591, -3.810842037200871 40.23115539550792, -3.815105915069523 40.22813415527355, -3.818206071853638 40.22976684570318, -3.821384906768742 40.22727966308599, -3.830041885375977 40.22956085205078, -3.839776039123535 40.22974777221691, -3.842581033706552 40.23326110839855, -3.85089111328125 40.23704528808599, -3.853240966796818 40.25096893310553, -3.838946104049626 40.27683639526378, -3.810376882553101 40.27699661254888, -3.80755591392517 40.2632560729981, -3.801814079284611 40.2506828308106)))",0.21589662318663905,0.6318230467356404,0.2969645251737169,0.5790349417637272,4207.0,3760.0,0.512861148360356,0.7606219490146447,0.4583688894306961,0.47194678046943644,4026.0,3941.0,0.49079605022552725,0.5053345048324338,0.4804339875655248,0.4946654951675662,0.12580763135438255,0.6857142857142857,0.05766183103742533,0.3142857142857143,0.5513836401316592,0.3554141128398554,1.0,0.6445858871601445
72,La Acebeda,https://resultados.elpais.com/elecciones/2019/autonomicas/12/28/01.html,25.0,37.31,14.0,20.9,11.0,16.42,10.0,14.93,5.0,7.46,2.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,70.0,90.91,7.0,9.09,3.0,4.29,0.0,0.0,"MULTIPOLYGON (((-3.608527898788452 41.07548141479504, -3.610416889190674 41.07908630371094, -3.617208957672119 41.07829284667969, -3.613451004028263 41.07244873046881, -3.616328954696655 41.06960296630865, -3.626430034637394 41.07036209106445, -3.629875898361092 41.06853103637701, -3.653589010238647 41.07482147216808, -3.670160055160522 41.08203125000011, -3.676739931106567 41.08644104003917, -3.672092914581298 41.09183883666998, -3.65056395530695 41.10730361938488, -3.643523931503296 41.12049484252941, -3.639247894287052 41.11938476562505, -3.631548881530762 41.12030792236334, -3.615768909454288 41.10906982421881, -3.610904932022094 41.10204315185553, -3.604260921478215 41.09966278076172, -3.600395917892399 41.09629821777349, -3.600811004638615 41.0921249389649, -3.605889081954956 41.09138488769543, -3.607481956481934 41.08351516723627, -3.605036020278929 41.07761764526367, -3.608527898788452 41.07548141479504)))",0.35714285714285715,0.7142857142857143,0.15714285714285714,0.3055555555555556,36.0,31.0,0.5142857142857142,0.6428571428571429,0.44285714285714284,0.4626865671641791,41.0,26.0,0.5857142857142857,0.6119402985074627,0.37142857142857144,0.3880597014925373,0.14285714285714285,0.6666666666666666,0.07142857142857142,0.3333333333333333,0.1,0.09090909090909091,1.0,0.9090909090909091
73,La Cabrera,https://resultados.elpais.com/elecciones/2019/autonomicas/12/28/30.html,361.0,27.12,175.0,13.15,386.0,29.0,173.0,13.0,104.0,7.81,111.0,8.34,13.0,0.98,2.0,0.15,0.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1356.0,74.34,468.0,25.66,25.0,1.84,5.0,0.38,"MULTIPOLYGON (((-3.571192979812508 40.85041427612316, -3.575778961181641 40.84820556640636, -3.598912000656127 40.84583663940441, -3.60446906089777 40.84225845336913, -3.616379022598267 40.8413200378418, -3.626101970672607 40.84202957153332, -3.642836093902531 40.8528213500976, -3.647371053695679 40.87738800048839, -3.650053977966308 40.88118743896496, -3.639939069747924 40.88083648681651, -3.62231707572937 40.88363647460943, -3.619587898254395 40.88275146484386, -3.598823070526123 40.8885612487794, -3.593993902206307 40.87813568115245, -3.571192979812508 40.85041427612316)))",0.2662241887905605,0.6760299625468165,0.28466076696165193,0.5167336010709505,747.0,563.0,0.5508849557522124,0.8084415584415584,0.41519174041297935,0.4297709923664122,647.0,663.0,0.4771386430678466,0.49389312977099237,0.4889380530973451,0.5061068702290077,0.1275811209439528,0.6245487364620939,0.07669616519174041,0.37545126353790614,0.34513274336283184,0.2565789473684211,1.0,0.743421052631579
74,La Hiruela,https://resultados.elpais.com/elecciones/2019/autonomicas/12/28/69.html,12.0,22.22,10.0,18.52,9.0,16.67,8.0,14.81,9.0,16.67,5.0,9.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,55.0,91.67,5.0,8.33,1.0,1.82,1.0,1.85,"MULTIPOLYGON (((-3.438203096389657 41.04261016845703, -3.442404031753483 41.04254150390636, -3.458435058593636 41.05018615722667, -3.467406034469547 41.04823303222662, -3.465816974639893 41.05742263793945, -3.479087114334106 41.06734466552745, -3.485001087188721 41.06404113769537, -3.486579895019531 41.0683937072755, -3.479152917861881 41.07148742675786, -3.478543996810856 41.07796859741222, -3.484277963638248 41.08378219604498, -3.484816074371224 41.08745574951172, -3.475528955459538 41.09572601318364, -3.45663499832142 41.08744430541998, -3.45556807517994 41.08452987670898, -3.448463916778564 41.08171081542969, -3.444343090057373 41.08331298828131, -3.4401819705962 41.08234786987316, -3.436398029327336 41.08453369140636, -3.432293891906681 41.08485412597662, -3.425784111022892 41.08342742919922, -3.427813053131104 41.08222198486339, -3.425669908523559 41.07327651977539, -3.427361965179387 41.06581115722668, -3.432841062545776 41.06277465820324, -3.431564092636052 41.05864334106451, -3.435360908508244 41.05345153808605, -3.434514045715275 41.04932785034191, -3.437886953353882 41.04673004150396, -3.438203096389657 41.04261016845703)))",0.21818181818181817,0.6,0.16363636363636364,0.42857142857142855,21.0,32.0,0.38181818181818183,0.4772727272727273,0.5818181818181818,0.6037735849056604,27.0,26.0,0.4909090909090909,0.5094339622641509,0.4727272727272727,0.49056603773584906,0.14545454545454545,0.47058823529411764,0.16363636363636364,0.5294117647058824,0.09090909090909091,0.08333333333333333,1.0,0.9166666666666666
75,La Serna del Monte,https://resultados.elpais.com/elecciones/2019/autonomicas/12/28/138.html,22.0,41.51,8.0,15.09,9.0,16.98,6.0,11.32,3.0,5.66,4.0,7.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,53.0,84.13,10.0,15.87,0.0,0.0,1.0,1.89,"MULTIPOLYGON (((-3.61768102645874 41.01302719116216, -3.619138956069832 41.02146530151379, -3.623658895492553 41.02278518676763, -3.623435974121094 41.02421188354492, -3.625854015350285 41.02462768554699, -3.628556966781559 41.02129364013672, -3.634454965591374 41.02102279663092, -3.633546113967895 41.02799987792974, -3.635685920715332 41.02907943725592, -3.63059401512146 41.03406143188488, -3.622699022293091 41.05080413818354, -3.626424074172917 41.06475448608404, -3.629875898361092 41.06853103637701, -3.626430034637394 41.07036209106445, -3.616328954696655 41.06960296630865, -3.618942975997925 41.06665420532232, -3.617475986480599 41.05595779418951, -3.622266054153442 41.04912567138672, -3.616734981536865 41.0417594909668, -3.616348028182983 41.03466033935553, -3.61367392539978 41.03102874755859, -3.612447977065983 41.02464675903326, -3.608571052551155 41.02328109741211, -3.614875078201294 41.01440048217779, -3.61768102645874 41.01302719116216)))",0.41509433962264153,0.7857142857142857,0.16981132075471697,0.2903225806451613,31.0,21.0,0.5849056603773585,0.7209302325581395,0.39622641509433965,0.40384615384615385,34.0,18.0,0.6415094339622641,0.6538461538461539,0.33962264150943394,0.34615384615384615,0.11320754716981132,0.6666666666666666,0.05660377358490566,0.3333333333333333,0.18867924528301888,0.15873015873015872,1.0,0.8412698412698413
76,Las Rozas de Madrid,https://resultados.elpais.com/elecciones/2019/autonomicas/12/28/127.html,14473.0,29.8,12895.0,26.55,8857.0,18.24,4376.0,9.01,1382.0,2.85,5850.0,12.04,351.0,0.72,19.0,0.04,33.0,0.07,12.0,0.02,89.0,0.18,14.0,0.03,15.0,0.03,21.0,0.04,2.0,0.0,100.0,48673.0,73.16,17855.0,26.84,105.0,0.22,179.0,0.37,"MULTIPOLYGON (((-3.836652994155827 40.4750328063966, -3.892043113708439 40.48778915405285, -3.895081043243408 40.49073791503912, -3.905903100967407 40.49533843994152, -3.910414934158212 40.50168991088873, -3.926335096359253 40.49910354614252, -3.933244943618717 40.49953842163086, -3.93602800369257 40.50877380371094, -3.939805030822754 40.50790786743163, -3.938054084777775 40.51186370849615, -3.940563917159977 40.51241302490234, -3.942240953445378 40.51587677001959, -3.940078020095825 40.5181999206543, -3.939759016036987 40.52916717529297, -3.940583944320622 40.53164672851562, -3.946969985961914 40.53574752807617, -3.949790000915527 40.53961563110357, -3.945439100265446 40.5510139465332, -3.942076921462899 40.54795837402349, -3.935992002487183 40.54866409301769, -3.934374094009399 40.55202102661138, -3.932192087173405 40.55052185058593, -3.932385921478271 40.55254745483398, -3.930090904235783 40.5539283752442, -3.931873083114567 40.55994033813471, -3.929267883300668 40.55772018432617, -3.919773101806641 40.55777740478516, -3.908977031707764 40.56482696533203, -3.905706882476807 40.56320190429693, -3.89524507522583 40.56785964965826, -3.890227079391479 40.57244110107416, -3.885327100753784 40.57447052001959, -3.888978004455566 40.57092666625982, -3.887036085128784 40.56617736816406, -3.884099960327092 40.56391906738281, -3.885068893432617 40.56121826171875, -3.873975992202758 40.55754470825201, -3.863291978836002 40.5349617004394, -3.853883981704712 40.5249137878418, -3.85363507270813 40.52011489868164, -3.851460933685245 40.51726531982433, -3.85372591018671 40.51235961914057, -3.851983070373535 40.50985717773449, -3.83649802207941 40.50631332397472, -3.839445114135685 40.49931716918945, -3.834376096725407 40.49404144287104, -3.833307981491032 40.48578643798839, -3.836700916290283 40.48080444335943, -3.836652994155827 40.4750328063966)))",0.29735171450290715,0.767839142660088,0.18196946972654243,0.37963994856408056,23330.0,24503.0,0.4793211842294496,0.5985734811165846,0.5034207877057095,0.5122614094871741,33218.0,14615.0,0.6824728288784336,0.6944578010996593,0.3002691430567255,0.3055421989003408,0.08990610810921866,0.7599861062869052,0.028393565220964395,0.2400138937130948,0.36683582273539744,0.26838323713323714,1.0,0.7316167628667629
77,Leganés,https://resultados.elpais.com/elecciones/2019/autonomicas/12/28/74.html,14138.0,15.14,14575.0,15.61,32465.0,34.76,14966.0,16.03,7123.0,7.63,6264.0,6.71,664.0,0.71,51.0,0.05,83.0,0.09,77.0,0.08,104.0,0.11,41.0,0.04,55.0,0.06,73.0,0.08,2299.0,2.46,100.0,93816.0,66.64,46964.0,33.36,428.0,0.46,410.0,0.44,"MULTIPOLYGON (((-3.725080966949462 40.3347053527832, -3.732161998748779 40.3319664001466, -3.741456031799316 40.32508087158203, -3.744947910308781 40.31708526611327, -3.76052808761591 40.30112838745117, -3.76139211654663 40.2943000793457, -3.766516923904419 40.2950325012207, -3.774403095245247 40.29306411743175, -3.7779860496521 40.29565048217773, -3.803246021270752 40.2986679077149, -3.808929920196533 40.30163574218749, -3.811897039413395 40.30374145507812, -3.812140941619759 40.31241607666027, -3.817715883255004 40.3276824951173, -3.816999912261962 40.3307342529298, -3.799791097640991 40.34275436401366, -3.804716110229492 40.35304260253918, -3.79892897605896 40.3566513061524, -3.787813901901245 40.3587532043457, -3.780406951904297 40.36190414428722, -3.757742881774845 40.3572731018067, -3.721061944961547 40.36541366577148, -3.725080966949462 40.3347053527832)))",0.15069924106762173,0.4857751511819681,0.34604971433444187,0.6966289723837521,46603.0,42928.0,0.4967489554020636,0.8166508954543862,0.4575765327875842,0.4794763824820453,34977.0,54554.0,0.37282553082629827,0.39066915370095273,0.5814999573633496,0.6093308462990472,0.1595250277138228,0.6775318031599439,0.07592521531508485,0.3224681968400561,0.5005969131065063,0.333598522517403,1.0,0.6664014774825969
78,Loeches,https://resultados.elpais.com/elecciones/2019/autonomicas/12/28/75.html,833.0,20.31,803.0,19.58,1184.0,28.86,537.0,13.09,253.0,6.17,379.0,9.24,68.0,1.66,8.0,0.2,3.0,0.07,5.0,0.12,2.0,0.05,3.0,0.07,0.0,0.0,4.0,0.1,0.0,0.0,100.0,4131.0,69.17,1841.0,30.83,29.0,0.7,20.0,0.49,"MULTIPOLYGON (((-3.355907917022648 40.36240386962902, -3.372220039367619 40.3603248596192, -3.376607894897461 40.36333847045898, -3.389455080032292 40.35920715332031, -3.394159078598022 40.35978317260748, -3.402034044265747 40.35722732543945, -3.404567956924438 40.35364151000982, -3.408658981323242 40.35240936279303, -3.41499304771412 40.35250473022467, -3.425601959228459 40.35016632080083, -3.426033020019531 40.35145568847662, -3.434951066970825 40.35195541381842, -3.453556060790959 40.34334182739263, -3.451474905014038 40.35761260986339, -3.454775094985962 40.3618049621582, -3.45937705039978 40.38035583496105, -3.463901042938232 40.38391494750977, -3.46261811256403 40.38729095458984, -3.465313911437931 40.38862991333019, -3.458662986755314 40.38970947265619, -3.455442905425912 40.39428710937494, -3.454082012176514 40.39342880249018, -3.44845008850092 40.39524459838872, -3.449240922927856 40.39754867553717, -3.440150022506714 40.40550231933605, -3.440867900848332 40.41262435913092, -3.435237884521428 40.41314315795898, -3.431694030761718 40.41547393798828, -3.437587976455632 40.43192672729504, -3.435237884521428 40.43151092529296, -3.429497003555184 40.42596435546875, -3.419697046279907 40.42350769042968, -3.411573886871224 40.4253387451173, -3.406903982162419 40.42125320434582, -3.400424003601017 40.40772628784191, -3.371689081191959 40.37512207031256, -3.351914882659855 40.36701202392572, -3.355907917022648 40.36240386962902)))",0.20164609053497942,0.608029197080292,0.28661341079641733,0.587010411502231,2017.0,1972.0,0.4882595013313968,0.7190730837789662,0.4773662551440329,0.4943594885936325,2015.0,1974.0,0.4877753570564028,0.5051391326146903,0.47785039941902685,0.4948608673853096,0.1299927378358751,0.6797468354430379,0.06124425078673445,0.320253164556962,0.4456548051319293,0.308271935699933,1.0,0.691728064300067
79,Los Molinos,https://resultados.elpais.com/elecciones/2019/autonomicas/12/28/87.html,770.0,31.88,385.0,15.94,602.0,24.93,233.0,9.65,109.0,4.51,279.0,11.55,15.0,0.62,0.0,0.0,6.0,0.25,0.0,0.0,2.0,0.08,2.0,0.08,2.0,0.08,1.0,0.04,0.0,0.0,100.0,2433.0,74.88,816.0,25.12,18.0,0.74,9.0,0.37,"MULTIPOLYGON (((-4.050501823425293 40.71474456787109, -4.0554780960083 40.71120834350586, -4.056334972381592 40.7069664001466, -4.06151294708252 40.70062637329107, -4.076587200164738 40.69879150390631, -4.080080986022892 40.70256042480468, -4.082497119903508 40.69969940185547, -4.084891796111947 40.70142364501953, -4.089438915252629 40.70158004760747, -4.088039875030461 40.70364761352545, -4.094569206237793 40.70763778686523, -4.102705955505314 40.7028694152832, -4.109223842620792 40.70340728759771, -4.115530967712402 40.70891571044928, -4.125998973846322 40.7244606018067, -4.125102996826172 40.72971343994146, -4.114974975585937 40.74229049682612, -4.106452941894474 40.74622344970703, -4.09756422042841 40.7480583190918, -4.076455116271973 40.72809600830078, -4.065970897674561 40.72261047363281, -4.06460618972767 40.71869277954102, -4.058743953704834 40.71487426757824, -4.050501823425293 40.71474456787109)))",0.31648170982326346,0.7676969092721835,0.24743115495273324,0.4387755102040816,1372.0,1006.0,0.5639128647759967,0.7725225225225225,0.4134812988080559,0.42304457527333894,1434.0,944.0,0.5893958076448829,0.6030277544154752,0.38799835593916976,0.3969722455845248,0.0957665433621044,0.6812865497076024,0.0448006576243321,0.31871345029239767,0.3353884093711467,0.25115420129270544,1.0,0.7488457987072945
80,Los Santos de la Humosa,https://resultados.elpais.com/elecciones/2019/autonomicas/12/28/137.html,248.0,20.75,192.0,16.07,380.0,31.8,117.0,9.79,46.0,3.85,180.0,15.06,14.0,1.17,1.0,0.08,5.0,0.42,0.0,0.0,1.0,0.08,1.0,0.08,2.0,0.17,0.0,0.0,0.0,0.0,100.0,1203.0,69.26,534.0,30.74,8.0,0.67,8.0,0.67,"MULTIPOLYGON (((-3.289586067199707 40.53171539306646, -3.283514022827148 40.53668594360351, -3.277740955352783 40.53397750854504, -3.27187705039978 40.53511810302734, -3.249710083007812 40.54373550415033, -3.243946075439396 40.53681182861328, -3.2355699539184 40.53277587890625, -3.230232000350895 40.53195571899414, -3.232944011688176 40.53790664672857, -3.23177790641779 40.53873825073254, -3.227823019027653 40.53545761108404, -3.224003076553345 40.52671813964844, -3.200581073760986 40.51469421386719, -3.198883056640625 40.5039176940918, -3.201194047927856 40.49866104125988, -3.215655088424683 40.50373458862305, -3.224613904953003 40.50448226928711, -3.228415966033936 40.50175476074224, -3.233289003372192 40.50106048583996, -3.233541965484619 40.49926376342785, -3.2404429912566 40.49529647827148, -3.241647958755436 40.49243164062506, -3.244445085525456 40.49213409423822, -3.249454975128174 40.48757553100592, -3.25827693939209 40.48387145996099, -3.273673057556096 40.4861946105957, -3.280143022537231 40.49010086059581, -3.282506942748967 40.49365234375011, -3.287774085998535 40.49496078491211, -3.298487901687622 40.49436950683605, -3.310168027877808 40.50187683105469, -3.30605506896967 40.50535583496094, -3.307775020599308 40.50761413574219, -3.306206941604557 40.51318740844738, -3.301297903060913 40.51085662841797, -3.299187898635864 40.51375198364269, -3.29184889793396 40.51753997802734, -3.284513950347844 40.51656723022466, -3.283864974975472 40.5220870971679, -3.286428928375187 40.52552413940435, -3.284646987915039 40.52845764160162, -3.289586067199707 40.53171539306646)))",0.20615128844555278,0.6794520547945205,0.31587697423108896,0.6050955414012739,628.0,535.0,0.5220282626766417,0.8020434227330779,0.44472152950955945,0.46001719690455717,620.0,543.0,0.515378221113882,0.5331040412725709,0.4513715710723192,0.46689595872742906,0.09725685785536159,0.7177914110429447,0.038237738985868665,0.2822085889570552,0.44389027431421446,0.307426597582038,1.0,0.6925734024179621
81,Lozoya,https://resultados.elpais.com/elecciones/2019/autonomicas/12/28/76.html,116.0,31.27,55.0,14.82,108.0,29.11,30.0,8.09,19.0,5.12,35.0,9.43,2.0,0.54,1.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27,0.0,0.0,0.0,0.0,100.0,374.0,87.59,53.0,12.41,3.0,0.8,4.0,1.08,"MULTIPOLYGON (((-3.738404035568124 40.97603988647467, -3.73906493186945 40.97127151489263, -3.733313083648624 40.96168899536133, -3.737453937530518 40.9569320678712, -3.735235929489135 40.95186614990234, -3.736818075180054 40.94128799438477, -3.742759943008366 40.93933868408209, -3.76186990737915 40.92779541015625, -3.772789955139046 40.92495346069347, -3.78675198554987 40.91354751586925, -3.790847063064575 40.91456985473633, -3.81848406791687 40.94073867797857, -3.826328992843571 40.9460067749024, -3.830797910690307 40.95176315307617, -3.835953950881901 40.97235488891602, -3.843123912811222 40.98291778564453, -3.830159902572575 40.98619842529297, -3.822367906570378 40.98477554321288, -3.814897060394287 40.98628997802746, -3.802964925765934 40.99237442016602, -3.781764984130859 41.00020217895508, -3.771214962005615 41.01224517822277, -3.768104076385498 41.00849914550781, -3.761506080627385 41.00551605224615, -3.755805969238281 40.99382019042969, -3.745986938476562 40.98751068115234, -3.738404035568124 40.97603988647467)))",0.31016042780748665,0.7945205479452054,0.2887700534759358,0.48214285714285715,224.0,139.0,0.5989304812834224,0.8784313725490196,0.3716577540106952,0.38292011019283745,206.0,157.0,0.5508021390374331,0.5674931129476584,0.4197860962566845,0.4325068870523416,0.08021390374331551,0.6122448979591837,0.05080213903743316,0.3877551020408163,0.14171122994652408,0.12412177985948478,1.0,0.8758782201405152
82,Lozoyuela-Navas-Sieteiglesias,https://resultados.elpais.com/elecciones/2019/autonomicas/12/28/901.html,200.0,31.75,62.0,9.84,191.0,30.32,64.0,10.16,52.0,8.25,46.0,7.3,7.0,1.11,2.0,0.32,0.0,0.0,0.0,0.0,4.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16,100.0,636.0,73.02,235.0,26.98,6.0,0.94,1.0,0.16,"MULTIPOLYGON (((-3.571094989776611 40.90374374389654, -3.573543071746826 40.90134429931646, -3.602060079574585 40.89468765258783, -3.598823070526123 40.8885612487794, -3.619587898254395 40.88275146484386, -3.62231707572937 40.88363647460943, -3.639939069747924 40.88083648681651, -3.650053977966308 40.88118743896496, -3.662782907485905 40.88869857788092, -3.674144029617309 40.89242553710943, -3.672430038452149 40.90256881713867, -3.664521932601815 40.91795730590815, -3.663747072219735 40.92359161376952, -3.65668797492981 40.92666625976562, -3.648812055587768 40.93387222290045, -3.645766973495426 40.94067382812506, -3.647221088409424 40.94614028930675, -3.645101070403996 40.95414352417004, -3.629635095596313 40.96210479736322, -3.620991945266667 40.94893264770513, -3.612977027893066 40.94176864624035, -3.60804009437561 40.94499206542969, -3.594038963317871 40.94946289062511, -3.5867760181427 40.95033645629893, -3.57013988494873 40.93920516967779, -3.574424982070866 40.92362976074219, -3.576622009277344 40.92358016967778, -3.572057008743286 40.91629791259777, -3.569828033447152 40.91533660888683, -3.569067001342773 40.90961837768555, -3.571094989776611 40.90374374389654)))",0.31446540880503143,0.7575757575757576,0.300314465408805,0.4884910485933504,391.0,224.0,0.6147798742138365,0.9221698113207547,0.3522012578616352,0.3642276422764228,308.0,307.0,0.48427672955974843,0.5008130081300813,0.4827044025157233,0.4991869918699187,0.10062893081761007,0.5517241379310345,0.08176100628930817,0.4482758620689655,0.3694968553459119,0.269804822043628,1.0,0.730195177956372
